z,median_bh_mass,median_stellar_mass
24.54147936248468,10.0,2818.182029276197
24.041945258307663,10.086200609779958,3016.576174165377
23.551927326295115,10.17581765893122,3226.8374810410314
23.07144404592832,10.268973950820785,3461.3149968251873
22.60049089021052,10.365797729003429,3691.6250493816297
22.13850710352168,10.466543208088712,3955.350781754311
21.686025408348456,10.57123493355895,4385.529720489916
21.24199288256228,10.680269773183339,4848.086782909921
20.80692151688946,10.793688721778503,5330.81833641209
20.380313007782437,10.911791036687388,5878.326905219603
19.962163295252072,11.034761898204154,6489.563655368645
19.55202745750868,11.16293162911866,7122.0082359757325
19.149915370355444,11.296513029635106,8287.551667815886
18.75581808842704,11.435729710430968,10317.822522564322
18.36933446966762,11.580962141386797,12866.622723457036
17.99046678567359,11.732467577869814,16342.147099595015
17.618853451004487,11.890669199587276,20562.674163401407
17.25450429893576,12.055863314548652,25767.42027347377
16.89741203421985,12.22836250069542,32135.198989615146
16.54724595974662,12.40866032061135,39670.684213451765
16.204005092385508,12.597117432630691,55658.198158998115
15.867388590898358,12.794287274232166,78569.82628758813
15.537399328581586,13.000586655304424,111028.18140861433
15.21376224139049,13.216638403635343,156631.36762524815
14.896734810669887,13.442738794249312,223196.25414390865
14.58554907889405,13.679958778832129,310857.2281909436
14.280706579872254,13.928479924622321,441150.1082395038
13.98172229879547,14.189285421904554,546662.5876528514
13.688601645123384,14.463025247079878,644972.2986381615
13.401336444022006,14.750391659839515,767830.5999412045
13.119507511577996,15.052564968776277,904526.3545150604
12.843321289643812,15.370144848965476,1050657.8877092698
12.572572545400256,15.704229666424991,1242325.9029382165
12.306896964696804,16.056250460397347,1479358.0140387956
12.046654837699617,16.42676384428936,1707911.487835892
11.791322366906291,16.81763348186702,1961567.253995271
11.541072010835483,17.229833000226932,2311756.4211030724
11.29573706795854,17.664946874096675,2678551.0903951754
11.055164432442858,18.124696693532105,3104662.9645650163
10.819353008616307,18.610656204240737,3545530.276233432
10.588156903644476,19.124831075068414,4110708.527671173
10.361441539702556,19.669407188769537,4744091.082614211
10.139206665701268,20.246434708338917,5430794.410345812
9.921203516627534,20.858827422947048,6238439.2619457105
9.707555250985097,21.508707311101364,7145081.495274095
9.498026371042243,22.199479810778893,8039523.283663286
9.292725101897975,22.93372113531006,9140302.190208957
9.091326504869064,23.715844722726754,10345117.682710126
8.893936995409213,24.549041447973508,11694386.667961508
8.700356003065313,25.438102067945948,13342395.5429583
8.510585281418217,26.387396344121246,15095731.123518968
8.324530976091902,27.402196053385847,17047937.73880405
8.142104878227164,28.488321189994792,19324170.065846417
7.963223892369607,29.65220620952265,22047371.964138553
7.787886776866767,30.900400147486415,24917125.770873815
7.615936035290874,32.24131613136683,27795055.68142211
7.447372867038352,33.68308027266527,31059848.65868391
7.282122210995345,35.235333741005626,34878422.71683877
7.120046771469404,36.90952551117592,38522738.48331082
6.961212970408171,38.71624017408879,42607658.18500575
6.805487257542052,40.66952510165854,47385842.993172824
6.652748867393167,42.785194202359975,52219421.89433009
6.503057495929591,45.07836422964253,58508598.06877494
6.356240666769653,47.56962945665668,63668233.46309311
6.21235331876438,50.2782928923549,70814293.53160143
6.071235627713588,53.230217853407474,78877519.93652815
5.932889628397116,56.451381099119516,88190958.3978351
5.797264780652266,59.972251029747916,98165525.73848176
5.664267530355739,63.8287090053927,108391852.23440184
5.53389786210862,68.05878822916227,121035302.09073597
5.406067827446157,72.70867313664577,134628752.58026215
5.280736353530088,77.82958227640708,150448494.98807853
5.1578629752330745,83.4800399832768,166140874.5695623
5.037371328523561,89.72906775795288,184278551.43466032
4.919261276192731,96.65190800122235,185300040.4873012
