z,median_bh_mass,median_stellar_mass
24.541479362484676,100000.0,4335.439208593731
24.041945258307663,105018.95210127547,4678.094253298677
23.551927326295115,110450.79543810527,5047.530206532884
23.071444045928317,116342.3118633124,5453.860252273765
22.600490890210516,122739.77763080278,5897.925102529657
22.138507103521682,129694.92045537903,6389.357729044366
21.686025408348456,137273.39875474473,6915.091222712144
21.24199288256228,145541.76264201425,7498.246547887873
20.80692151688946,154583.74879384122,9103.728135823767
20.380313007782433,164485.61293900645,11021.506096087991
19.962163295252072,175344.79095429103,13779.305140816086
19.552027457508682,187282.6435108562,16966.623836898
19.149915370355444,200426.80284782255,20816.199431039888
18.75581808842704,214935.39423304566,25645.817678505697
18.36933446966762,230977.02052214765,32480.974650945405
17.99046678567359,248759.70608195424,41334.4325994083
17.618853451004487,268491.42368051753,58429.36773204846
17.25450429893576,290480.5427574613,85294.34019349937
16.89741203421985,314993.9768986597,119751.46619401588
16.54724595974662,342419.0038095103,170025.3437983356
16.204005092385508,373165.6392317955,247229.5429642445
15.867388590898358,407710.1114509408,348526.2762104047
15.537399328581586,446665.8962871966,480821.26803898625
15.21376224139049,490666.4002822038,579249.5684993106
14.896734810669887,540518.2585830663,701202.4305879604
14.58554907889405,597219.6673977111,846721.539794422
14.280706579872254,661789.0231951572,1015412.7426341776
13.98172229879547,735660.5596249362,1211666.7009399813
13.688601645123384,820352.1192615269,1461637.0266466832
13.401336444022006,917785.1121674512,1727477.393200649
13.119507511577996,1030276.6623279069,2055086.9234708976
12.843321289643812,1160547.9453573285,2441712.0023419578
12.572572545400256,1311972.5038038685,2871471.469851795
12.306896964696804,1488662.3943437638,3355805.7224914115
12.046654837699615,1695524.2508415792,3889065.4174407246
11.791322366906291,1938831.233275578,4578693.668240318
11.541072010835485,2033220.6281058337,5307728.381354406
11.29573706795854,2334234.006504457,6222703.947675926
11.055164432442858,2691055.091474906,7189625.894440195
10.819353008616309,3115411.1581441523,8164266.997595947
10.588156903644476,3622877.835329376,9301341.414754834
10.361441539702557,4231900.266336147,10741709.760964042
10.139206665701268,4966622.74302445,12293188.213465875
9.921203516627534,5799310.160858837,14077250.012455901
9.707555250985095,6133645.480961233,16088087.564136583
9.498026371042245,7268895.087586389,18135053.95020335
9.292725101897977,8658349.17706322,20619788.86169458
9.091326504869064,10367899.807474196,23708873.147030294
8.893936995409213,12481670.237471133,26885366.87279533
8.700356003065313,15110946.498287844,30208458.33819692
8.510585281418217,17989864.346390147,33958346.81585804
8.324530976091902,19241476.000970766,38104293.18513154
8.142104878227164,23566117.2628523,42425282.55449694
7.963223892369607,29040785.690240737,47019017.92262681
7.787886776866767,36008461.9110051,51486433.26528608
7.615936035290874,41506467.28122872,56375288.33431004
7.447372867038352,46935199.69474043,61377147.87750318
7.282122210995345,58966927.45206368,65537955.37208228
7.120046771469404,74583778.60855564,70785845.33090737
6.961212970408171,77800955.81699911,75922789.24120763
6.805487257542052,99108801.2823895,81249488.22723624
6.652748867393167,127157101.94585219,86816460.45982039
6.503057495929591,132480034.6801997,93659946.20045686
6.356240666769653,171257726.04451075,99520471.1152047
6.21235331876438,189691582.96960777,107463053.39578086
6.0712356277135875,232146084.85413876,113540924.40691006
5.932889628397116,266089707.88810676,120841376.87250893
5.797264780652266,316793728.8227209,129132419.80778581
5.664267530355739,419345775.51928467,138491511.35597932
5.53389786210862,559730478.0208361,149974577.89489555
5.406067827446157,753594962.4471108,162635099.54080227
5.280736353530088,1023649191.7907522,174285585.2415768
5.1578629752330745,1143581745.9283388,189098763.38535136
5.037371328523561,1235800216.3025968,207395698.4564922
4.919261276192731,1302312195.4397395,210898660.0528697
