z,median_bh_mass,median_stellar_mass
24.54147936248468,100.0,2818.182029276197
24.041945258307663,104.9464518999015,3016.576174165377
23.551927326295115,110.30048035206367,3226.8374810410314
23.07144404592832,116.10199131305313,3461.3149968251873
22.60049089021052,122.39547345359966,3691.6250493816297
22.13850710352168,129.23894298617907,3955.350781754311
21.686025408348456,136.68070211048345,4385.529720489916
21.24199288256228,144.80214745254602,4848.086782909921
20.80692151688946,153.66700521643062,5330.81833641209
20.380313007782437,163.36733636162944,5878.326905219603
19.962163295252072,173.9969707407504,6489.563655368645
19.55202745750868,185.67470362591527,7122.0082359757325
19.149915370355444,198.52366884789458,8287.551667815886
18.75581808842704,212.68376336236236,10317.822522564322
18.36933446966762,228.33033331049833,12866.622723457036
17.99046678567359,245.64909324313933,16342.147099595015
17.618853451004487,264.87161610513874,20562.674163401407
17.25450429893576,286.2467235784829,25767.42027347377
16.89741203421985,310.0606929305552,32135.198989615146
16.54724595974662,336.6685441876755,39670.684213451765
16.204005092385508,366.45898633605145,55658.198158998115
15.867388590898358,399.9130261234618,78569.82628758813
15.537399328581586,437.5640123894313,111028.18140861433
15.21376224139049,480.0712202243614,156631.36762524815
14.896734810669887,528.1334192628321,223196.25414390865
14.58554907889405,582.7428272980142,310857.2281909436
14.280706579872254,644.8496069525243,441150.1082395038
13.98172229879547,715.7773505045882,546662.5876528514
13.688601645123384,796.9988354202068,644972.2986381615
13.401336444022006,890.2663951990172,767830.5999412045
13.119507511577996,997.8358905030568,904526.3545150604
12.843321289643812,1122.1825906774375,1050657.8877092698
12.572572545400256,1266.4661561770247,1242325.9029382165
12.306896964696804,1434.6575695707127,1479358.0140387956
12.046654837699617,1631.098081001066,1707911.487835892
11.791322366906291,1861.7761775495546,1961567.253995271
11.541072010835483,2133.4428221809912,2311756.4211030724
11.29573706795854,2454.7478489063933,2678551.0903951754
11.055164432442858,2836.43578212735,3104662.9645650163
10.819353008616307,3291.6184373743704,3545530.276233432
10.588156903644476,3836.953570701435,4110708.527671173
10.361441539702556,4493.4084691124835,4744091.082614211
10.139206665701268,5287.016122234496,5430794.410345812
9.921203516627534,6251.808068011379,6238439.2619457105
9.707555250985097,7429.429952997001,7145081.495274095
9.498026371042243,8875.201839741601,8039523.283663286
9.292725101897975,10657.840497208883,9140302.190208957
9.091326504869064,12870.402079814845,10345117.682710126
8.893936995409213,15629.471133437955,11694386.667961508
8.700356003065313,19092.00189257301,13342395.5429583
8.510585281418217,23461.487259121874,15095731.123518968
8.324530976091902,29009.66421654331,17047937.73880405
8.142104878227164,36099.49040860396,19324170.065846417
7.963223892369607,45218.972588511286,22047371.964138553
7.787886776866767,57022.739979398706,24917125.770873815
7.615936035290874,72413.8746572077,27795055.68142211
7.447372867038352,92617.14228585576,31059848.65868391
7.282122210995345,119331.04403798805,34878422.71683877
7.120046771469404,154936.5387704251,38522738.48331082
6.961212970408171,202721.17331020345,42607658.18500575
6.805487257542052,267386.0182893957,47385842.993172824
6.652748867393167,355652.5936704832,52219421.89433009
6.503057495929591,477057.61672136,58508598.06877494
6.356240666769653,645624.418651103,63668233.46309311
6.21235331876438,881587.543599048,70814293.53160143
6.071235627713588,1215178.6209677728,78877519.93652815
5.932889628397116,1691100.6826469107,88190958.3978351
5.797264780652266,2376680.0448663305,98165525.73848176
5.664267530355739,3374545.9051280078,108391852.23440184
5.53389786210862,4841430.415928643,121035302.09073597
5.406067827446157,7021380.088383817,134628752.58026215
5.280736353530088,10296483.665182775,150448494.98807853
5.1578629752330745,15272227.937268555,166140874.5695623
5.037371328523561,22921814.870606784,184278551.43466032
4.919261276192731,34818389.486224055,185300040.4873012
