z,median_bh_mass,median_stellar_mass
24.54147936248468,100.0,2818.182029276197
24.041945258307663,100.86200609779958,3016.576174165377
23.551927326295115,101.75817658931219,3226.8374810410314
23.07144404592832,102.68973950820784,3461.3149968251873
22.60049089021052,103.65797729003428,3691.6250493816297
22.13850710352168,104.6654320808871,3955.350781754311
21.686025408348456,105.71234933558948,4385.529720489916
21.24199288256228,106.80269773183336,4848.086782909921
20.80692151688946,107.93688721778501,5330.81833641209
20.380313007782437,109.11791036687386,5878.326905219603
19.962163295252072,110.34761898204152,6489.563655368645
19.55202745750868,111.62931629118657,7122.0082359757325
19.149915370355444,112.96513029635103,8287.551667815886
18.75581808842704,114.35729710430965,10317.822522564322
18.36933446966762,115.80962141386794,12866.622723457036
17.99046678567359,117.32467577869811,16342.147099595015
17.618853451004487,118.90669199587272,20562.674163401407
17.25450429893576,120.5586331454865,25767.42027347377
16.89741203421985,122.28362500695417,32135.198989615146
16.54724595974662,124.08660320611347,39670.684213451765
16.204005092385508,125.97117432630688,55658.198158998115
15.867388590898358,127.94287274232163,78569.82628758813
15.537399328581586,130.0058665530442,111028.18140861433
15.21376224139049,132.16638403635338,156631.36762524815
14.896734810669887,134.42738794249306,223196.25414390865
14.58554907889405,136.79958778832122,310857.2281909436
14.280706579872254,139.28479924622314,441150.1082395038
13.98172229879547,141.89285421904546,546662.5876528514
13.688601645123384,144.6302524707987,644972.2986381615
13.401336444022006,147.50391659839505,767830.5999412045
13.119507511577996,150.52564968776267,904526.3545150604
12.843321289643812,153.70144848965464,1050657.8877092698
12.572572545400256,157.0422966642498,1242325.9029382165
12.306896964696804,160.56250460397337,1479358.0140387956
12.046654837699617,164.2676384428935,1707911.487835892
11.791322366906291,168.17633481867009,1961567.253995271
11.541072010835483,172.2983300022692,2311756.4211030724
11.29573706795854,176.64946874096663,2678551.0903951754
11.055164432442858,181.24696693532093,3104662.9645650163
10.819353008616307,186.10656204240723,3545530.276233432
10.588156903644476,191.248310750684,4110708.527671173
10.361441539702556,196.6940718876952,4744091.082614211
10.139206665701268,202.46434708338901,5430794.410345812
9.921203516627534,208.5882742294703,6238439.2619457105
9.707555250985097,215.08707311101344,7145081.495274095
9.498026371042243,221.99479810778874,8039523.283663286
9.292725101897975,229.33721135310037,9140302.190208957
9.091326504869064,237.15844722726732,10345117.682710126
8.893936995409213,245.49041447973485,11694386.667961508
8.700356003065313,254.38102067945923,13342395.5429583
8.510585281418217,263.8739634412122,15095731.123518968
8.324530976091902,274.0219605338582,17047937.73880405
8.142104878227164,284.88321189994764,19324170.065846417
7.963223892369607,296.5220620952262,22047371.964138553
7.787886776866767,309.00400147486386,24917125.770873815
7.615936035290874,322.41316131366796,27795055.68142211
7.447372867038352,336.8308027266524,31059848.65868391
7.282122210995345,352.35333741005593,34878422.71683877
7.120046771469404,369.09525511175883,38522738.48331082
6.961212970408171,387.1624017408875,42607658.18500575
6.805487257542052,406.695251016585,47385842.993172824
6.652748867393167,427.85194202359935,52219421.89433009
6.503057495929591,450.7836422964249,58508598.06877494
6.356240666769653,475.69629456656634,63668233.46309311
6.21235331876438,502.7829289235485,70814293.53160143
6.071235627713588,532.3021785340742,78877519.93652815
5.932889628397116,564.5138109911945,88190958.3978351
5.797264780652266,599.7225102974785,98165525.73848176
5.664267530355739,638.2870900539264,108391852.23440184
5.53389786210862,680.5878822916221,121035302.09073597
5.406067827446157,727.0867313664571,134628752.58026215
5.280736353530088,778.2958227640702,150448494.98807853
5.1578629752330745,834.8003998327673,166140874.5695623
5.037371328523561,897.290677579528,184278551.43466032
4.919261276192731,966.5190800122227,185300040.4873012
